path,label,width,height,hash
Koffing/1d4ec4d20422460caa49d4de771c2af5.jpg,Koffing,256,256,c3c6037bf641d1a3143cf758c8153814
Charmander/00000071.jpg,Charmander,1920,1080,bd40ee39c7d5a63faa8ffbfd0bc2db00
Mankey/4f2fb003526e4876a1f4171a4afa8989.jpg,Mankey,300,225,743657001bf54eb00aa9bf61cabdb8c2
Slowpoke/9083b10cb27e4565b4aa8a087f8da5a8.jpg,Slowpoke,783,1077,2e6cde70b8738ce79bac043485be882e
Weezing/2ef9f32d9b22494c855be673e542a0d0.jpg,Weezing,800,559,8bf75cf6b458e97eb7a692cdf8429f7c
Blastoise/ae1e0fd296aa429ca73bdc4cab7e0974.jpg,Blastoise,458,458,af7b7cc494b589e02b822cda34cf10e9
Shellder/a2d3d8b08cfd4cfd81e7ec0f6633b116.jpg,Shellder,256,256,c8087a60898f00b362aefddf9f4265e6
Krabby/3288bbf8bd8d4e6fa26d8b0f5a0ddfe7.jpg,Krabby,800,457,d2e654e7f586dda221dccbcfa3c8285b
Charmander/00000115.png,Charmander,900,799,359c23ab8f87c94838255feb35a6cb5e
Tauros/1d3ccbc7246445d7bce8e700da5aead6.jpg,Tauros,191,300,c5049682b7063f0d7fcaf07dbe507147
Kingler/943962ae3cd34c3db3c033803d0b1cef.jpg,Kingler,800,523,101a101ed8d0af2a11f346b9c35d0063
Chansey/4f244b49f1f74aa78cfdc6b5f1f983a0.jpg,Chansey,800,800,6500a0be866c2b748b8c50787332586a
Kingler/979d13370cbf4a7a8748a9f9e0753e3c.jpg,Kingler,800,498,1b790beb6c0de5d258f8e9eb25c5ddba
Aerodactyl/35933037ff854c2784e5199f6dc8a728.jpg,Aerodactyl,1152,1033,d56522cde0562a07daae064c839c4e5b
Raticate/433a6f663b7d41ceb0f75fb92f617f5e.jpg,Raticate,800,746,9ef18a73ba082383afdf75e4048e1b49
Articuno/1bd19f5791f749ca82017f4873f3b8b3.jpg,Articuno,1200,850,59dc05e04a38d3c16c2d722eb0b437a6
Tauros/e0025c87a27d4d059e4411777aaf27b3.jpg,Tauros,250,250,5fa7f648607996254b27b5f0184667d2
Diglett/bce1e59c5e6a4d6c9965e7e9685056f0.jpg,Diglett,500,408,45983c1b0337107c915a5fbaeb8c4cfe
Slowbro/8720727aa5f54bcdab135ee989b66551.jpg,Slowbro,380,380,b0e54cc017f09f221dfb278a48d0548b
Articuno/20452dfa8aac47fa9bb1b8bc830e3264.jpg,Articuno,1200,800,648bb66618f3f7bc24adc7d2459f5033
Magmar/ca36281c8a6945c7afb50f0a19bd3279.jpg,Magmar,3200,2400,554d290ed36406615bb0b381d90be283
Haunter/390d7a1b984c4c7b97065587a24a4292.jpg,Haunter,256,256,b35f4fa4d084995512685bdd5f280559
Scyther/bf65c2aab72b4c91a6f0e7aac7b8c292.jpeg,Scyther,450,450,53633cf089038a0136decb1f3bf348ef
Lapras/27f433793c914bd1b5ced045696c6879.jpg,Lapras,320,240,283375ebfd4e8e139ec0bb0fb64ab4d2
Bulbasaur/00000186.png,Bulbasaur,890,898,7af5ff43935b6550408b76bc9438bd0c
Psyduck/8eb3ab4da8a44cda9ba15d48ce893a06.jpg,Psyduck,250,250,682bfff460826ae5c1ee1f8c33492839
Exeggcute/bd0c4babb99f4482a30c28dfab9b1888.jpg,Exeggcute,600,532,e6b371f977aa2fa2b7693e983f2a425c
Squirtle/00000227.jpg,Squirtle,900,880,61ca50908eed906a1185d1d4cd3c9df1
Mankey/0606cd2e66b5494f850f1b23205681f1.jpg,Mankey,420,420,1a7eb53df54fead889ae8d26cf0da30d
Dugtrio/ecd666e0de964bb590cf944389eefde1.jpg,Dugtrio,437,387,e0fc9b3fa711f8bbaef0de2d6b0a176e
Mewtwo/793af1f4cfaf4e6fb867136de53d9c65.jpg,Mewtwo,720,980,7f3c2053143c4fe1bcb38f28f8967e15
Victreebel/c441a3d1d88747c5a36705767d4ad7e9.jpg,Victreebel,384,347,86342b0c62583fbe1bfde72eaa41661e
Rhydon/f3e42dbd8faf490294696b956c987f86.jpg,Rhydon,315,315,68d747a4dcc2939d1c4ece93620012dd
Sandshrew/d9074f59994c4077b05d536680c2af13.jpg,Sandshrew,640,480,c769a42feea09dccf6d5aef4604bccbf
Rhydon/3cf72ba34e3b457a8292ea28e5ed6a35.jpg,Rhydon,543,570,e56f40f08bd171fa42f3b303964344c0
Magneton/e23ff8044efa47f1a7d636dd9474bc4f.jpg,Magneton,800,567,4b5d2f88428a5102e82e8a787275ab43
Kingler/ef19f094dd6146d7b403d96e507a0ba6.jpg,Kingler,480,324,47505552af0282ee7306097f6acba713
Omanyte/0929001a06d04a56add6494b5585692e.jpg,Omanyte,1458,847,3e69af4cbea21549a8165c10a18ac740
Pikachu/00000211.png,Pikachu,1024,698,5188e9baa8ab491a55092c3521b11538
Ivysaur/1c66177437f24a36819e9d33031cd536.jpg,Ivysaur,245,342,828400b775ed5944d9ff710aacd322de
Lapras/af86365bd67a4ad68fe47045a77f72b1.jpg,Lapras,599,800,97e87a6ea4439d45929e6bf3ad4b25e3
Charmander/00000077.png,Charmander,900,802,9cce2c81edd74568a8404da398723b91
Omastar/14b5a0fcb438448c83d63b762888421c.jpg,Omastar,1036,969,09f8d19ecd6eb273bb7aa3cb6d67ca8d
Shellder/9fc301b3b3c0455baf921553004fca94-28.jpg,Shellder,500,355,1e1e60df33307045c20cff8069910121
Magnemite/e5279f44fa1d435585a40cacdbf51128.jpg,Magnemite,300,203,8e5f7f976092b60928aba0dfb9af5339
Bulbasaur/00000128.png,Bulbasaur,1194,1031,4524878c0e985dd92b39a4314662b3e6
Kabutops/2a172f0ba22749e1a199c63bd7b2df45.jpg,Kabutops,200,275,7284443ac926233e4934e5c01ec095ab
Kabuto/cef8df03c66d4991bd970200917d378e.jpg,Kabuto,375,500,2a4dcc4e47951eab559dcdb8b355d436
Machop/db7ef5b6e28440d0a56a11ddde0d7759.jpg,Machop,519,800,107b77dab2b72f4262a0bad554d04b8e
Squirtle/00000004.png,Squirtle,900,939,4b67d05a6f15470a3aa70122ddbad9f2
Golbat/15abf69dd3b948428b8cf3293e4a3429.jpg,Golbat,1174,881,333afd79dadd02addd6c8fe4c5a79da3
Electabuzz/1a3d288cc20b42ccb3b557fe17426c6b.jpg,Electabuzz,315,315,9203d29e7f53527485e3e7a4338eafa4
Nidoqueen/88c6fb3661e44a2797b0bc8ac56e2ac0.jpg,Nidoqueen,466,524,3459224a5864d723c35113a7451f4e51
Dodrio/2d12e0b7104b425d9e07848802d967d2.jpg,Dodrio,180,255,8b2bc8d390804d9f432d0c496f83f198
Magikarp/6a72755643bd498990f60f51105ca685.jpg,Magikarp,696,312,6e18810feb74d5f95a12adcd74211524
Raichu/d646480481424765b5c01d3e0294d815.jpg,Raichu,181,157,080461f3ade8f251703a8fbde9392a06
Tentacruel/5a1689ca868649b9bb9b12d395906b75.jpg,Tentacruel,626,480,c2a3dcd466be534ff4f72e1c23a64538
Electrode/a20966a1d26549d191daa1a3d39af718.jpg,Electrode,475,475,af0370b404ec9f12ae47b2b1bd25d551
Golduck/740929bab88f4c24a7ce28c9f506ad9a.jpg,Golduck,2158,1868,67a3fd6abf4f24afb9449e51822e7ffc
Wigglytuff/2348108df6594c8c92bc4ade315ce3a7.jpg,Wigglytuff,200,207,391b3c8afd7ba59fe113acbb64f47aa2
Mew/3f0ab82f99c940f3a76eb8d9f476b9f6.jpg,Mew,480,809,bed86a9b0fe70aa47581169f4dedc878
Growlithe/6c01f637835a4d9e8bdc7a58c1514350.jpg,Growlithe,246,342,0f2ed07ecd2ae51f6087f9ed85f7e989
Ekans/f5ff74c3f1b2477ba2b4e8ec7835c98f.jpg,Ekans,1920,1200,d2dc69eea337ee876b8f0d409d992a23
Zapdos/56c1ee16eee04a9ca35fd433070f0e65.jpg,Zapdos,827,584,01ee13b2c7307f5ac0534f33bc397d02
Poliwhirl/8ac1d772d14c477f89b2c24cd6758b73.jpg,Poliwhirl,300,262,197109ed009a14805995d51dc4e97e13
Seaking/ec2008e57976444ebb151f70f5c04299.jpg,Seaking,300,300,69c9a9f63507b75d3ed52d64d582920c
Tentacool/856868ee240644d68c9ded870bea6e1a.jpg,Tentacool,300,300,e429f735d1538ddc85e7b4e0751c0ede
Cloyster/2f0940001ac543b9bf4d15341472c0ea.jpg,Cloyster,1280,720,93a5920ee9d634fbdcc21dc6d009d760
Muk/e03de401122c42ce831160a59b0678df-0.jpg,Muk,500,375,56f62ef4a94c72b92effb8b00127e529
Farfetchd/9c0ff304bc9648089506dc89b5732747.jpg,Farfetchd,249,300,eca3d21f0939a2a5d02d16d7dccc5db8
Electrode/51a87c6f133047eebbf6820a80750808.jpg,Electrode,892,556,3d945652dd4c44a74af3592360b941ee
Raticate/238ad306b6fd44f88e227ed1c78e7bf1.jpg,Raticate,220,123,1394797185f99683b4c86e027ecee859
Cloyster/4431f670642a4bacbc1a18acf4017e40.jpg,Cloyster,300,300,863adb7fd55cf441db393cf6ffe3215a
Dragonite/94e4c51150514415ae55e13c021a4129.jpg,Dragonite,594,775,b330b61400c8d029ec32f67431f373d7
Golbat/50bbec0f3d7e402a981db9e0722d2966.jpg,Golbat,850,1100,9a8537355492815b6ee8d9185b87ed9d
Victreebel/d6c8aaff47b24b58b60f0e39c504c3f4.jpg,Victreebel,480,360,a6809d11227fb219cd86a027d93682cd
Charmander/00000033.jpg,Charmander,800,800,a6952bfa7f8c58511a247b0dc173170c
Shellder/9fc301b3b3c0455baf921553004fca94-41.jpg,Shellder,500,355,8ade3cc51e098e63616ecac95bd67f86
Scyther/596fbee45cca4268a77bcc9fce19372c.jpg,Scyther,253,199,1628943950c5b907f58b8d321f8b47a9
Pidgey/0da072a8cb3a4818b28dc2c209b3649a.jpg,Pidgey,620,372,f3bbc30126c7e4247f6887b80f45123e
Jolteon/ffe2f7725335464983743e7f59c758a2.jpg,Jolteon,300,275,55ad9818b416d9bd7cd0c1543ae2208e
Pikachu/00000112.jpg,Pikachu,1600,1200,1be4378f62b80f994ed54f845f636f07
Magmar/6f380930df11411ebca3322595c4e779.jpg,Magmar,1280,720,bb392f27a95cfe6a62514457d0f297c7
Kabuto/732858b87f2f401e9968273dffea6b35.jpg,Kabuto,817,823,839402b14b5932f3704f549951ba6970
Shellder/bcac82967aea4315b9452731719275f5.jpg,Shellder,220,300,a0b82ecf3058fb1c8e274f22aa927aff
Ninetales/5885ccc3943f4d8db56cfad8ab26a275.jpg,Ninetales,767,800,7c3024210745584086df96a3385d2919
Articuno/5319c1ea383247babe735aa4a4f177c0.jpg,Articuno,408,463,236378fc4142e26b5fceb064a4699e59
Bulbasaur/00000219.jpg,Bulbasaur,1280,1810,720b9e3f46d4b0e5030661c79fb5a3fe
Beedrill/8ae4fa6c6057408d99996c5e79e89458.jpg,Beedrill,517,388,469a3c84695624bef994b1afc4c5684a
Mewtwo/00000027.png,Mewtwo,900,1186,5a8b1432683ed6712532be554825b0bb
Cloyster/1057e0d0733642f1b62ac41a50240fef.jpg,Cloyster,300,288,711cf34a8870463fed576ab22c475723
Scyther/9b8fa5f25b324e7da988909e3e4d14d5.jpg,Scyther,1280,720,a8b2445599236ee3d6e037277fd1d7dc
Psyduck/36dafc282c494f56831d4c0aca6fa0ab.jpg,Psyduck,320,400,f99b5b505fbadb4232dffc279cf6877b
Nidoking/ef46793bd9fa4edf85f47820e467a52a.jpg,Nidoking,1174,881,3ac42b99302b74a17ebf4e27e5f0116b
Mewtwo/00000127.jpg,Mewtwo,900,886,295938491d7bb1d55fadf8c06f48d66d
Arcanine/59be2d0da9194716a4ffd17c2e4543e2.jpg,Arcanine,320,240,126b73292201cc7d41e53848ceb714e7
Dewgong/41b996c15feb460d8c6f65dea4d1d8ce.jpg,Dewgong,563,754,42435b31988804bdf7731804c791b95f
Psyduck/b2af859ecf9c49128cc63e463ed44321-8.jpg,Psyduck,299,226,8b973c3f8a80f60f6d94d99ab4f02975
Ivysaur/4659204a069a460d8528d21dee3c99fd.jpg,Ivysaur,466,524,13e56b00d3375da7444559b1b29dd1d7
Kangaskhan/6f60ec11e5bb437a9c21e13314deef2f.jpg,Kangaskhan,800,566,a001be408a94a6a21e6d8a16c98a2b33
Weezing/249047d9c40846c4ae0a287c66300459.jpg,Weezing,744,744,88c70d49b49d2aa695e7ca5f394555bd
Staryu/1e69550a70924cb29110dc22be48987b.jpg,Staryu,245,342,ba51c1bddd1303be88ff6cdc5e7f99b5
Wartortle/4513184fa9d34ed9ab2026b51bb8f8fa.jpg,Wartortle,617,800,a7b64203bd6d74c2bfefee44830f8cc0
Zapdos/5c830e6fc821476c9f6b1fae0999bc02.jpg,Zapdos,1191,670,bd6ee67aa4d9440d4f36249b3611e13e
Pikachu/00000160.jpg,Pikachu,1500,1500,2e009f7b8285f8856d3b66a92b32488c
Mewtwo/00000223.png,Mewtwo,250,250,0328877faf149e679b8280f3a241cb04
Rhyhorn/65c8215cbfa7484a8bad59c105b03d0b.jpg,Rhyhorn,450,250,49cf048636042242c6f00e03cb0dfc36
MrMime/8dd61601cbee453b922f4dfe09a2b8db.jpg,MrMime,578,327,a684e02c3c9fa3e892e23c8fc4a2b27e
Ekans/646ed70190be4d7d858833930b4225f8.jpg,Ekans,300,350,68a80435275d809163e5c2f2f55205a5
Venomoth/4b7b9e7bdf45402c8ebce88e87d1d9fd.jpg,Venomoth,1000,669,f581f4d02f5422e59999c47b1b7a108d
Charmander/00000012.jpg,Charmander,736,907,e58878916219bde8722601d01ded1273
Squirtle/cd77275f4b434312b374d211993bc1dd.jpg,Squirtle,300,300,5a9d268ea2a0ec7bb940fd69874d3fe9
Seel/67d66a2cbb71420fbbeb33532f7996d8.jpg,Seel,800,565,6ab825e598bf8022d962eee2e44c8a21
Clefable/7d8e82953f2f4a8e8bf265f02e23c807.jpg,Clefable,300,283,bc959252d10ba7b5920505601678cbc9
Marowak/c830ddaa206141d2987556ea64f5df14.jpg,Marowak,600,566,bc427c6e6babfac798d3a0e5d257380c
Golbat/7d07fd6776fb40e9986a1a0f62233325.jpg,Golbat,600,600,7986a175d37c2e01936c8367403bae04
Vulpix/12ae3978ddf544a697003326f8aa0449.jpg,Vulpix,1280,720,af4043e061bc7084bef1b3ad7b4a84f5
Goldeen/1593b22f0e424f15b49a29242ae98f89.jpg,Goldeen,861,579,623c8462ee6a19d580d63cca286d3cf4
Voltorb/f47edef2b8174c17addaad5bbb97b35e.jpg,Voltorb,245,342,37005035d33c4ce84895593776eebf56
Jolteon/e9dffd0431da43afaf2bfc68e9dbc4e7.jpg,Jolteon,1280,1024,4f15e08fb1e77cd9824283769a678175
Meowth/ee656deb86394468b4f6cb558aadaf3d.jpg,Meowth,355,500,05f2e1208217fda2b570050f3ad6ca79
Rhyhorn/217996797adb4b1db6470943fdc2795b.jpg,Rhyhorn,800,429,015aab37506e439dfb805a078422a1d7
Raticate/1af1596a7cc244df8cc37faac20f7286.jpg,Raticate,575,747,b9dc3440fee508f1ca5745febddb3b80
Squirtle/00000028.jpg,Squirtle,884,1094,fd722c8d15caafeb8ae8939409f0f3a3
Rapidash/73815542720a4eae8f3b77e0960cf210-4.jpg,Rapidash,500,309,e2fac29f999bae268623bb1eda45ee4a
Rhyhorn/4ebe3268a6d9478ea57b5b7eb2677cd0.jpg,Rhyhorn,220,124,672158fc1baa2ddbef37b35cb56f4beb
Mew/9c28772844b64d4ebc5f1989e9a47cfb.jpg,Mew,1280,720,fc38bcd93923cab371e6754426ba4cad
Venonat/c5bdee5764904ee0a6bf3b1289a73fe4.jpg,Venonat,1174,881,897aa6e141510ef51dd81d247e2d03dc
Ditto/5c80eab9f3734e6b81b89a9852dbeab9.jpg,Ditto,300,300,2ae5d6cc31975fb7398f5c6b0af72985
Drowzee/90ccb8064f9c4d1998c5fcabba1af8cb-0.jpg,Drowzee,500,500,d474ff6a2e74d20255bc16293c6139a8
Kabutops/0d8a577dd1fe412fbd1e4863fd3f217c.jpg,Kabutops,243,243,b9dae5cba3cc354d3c6f96dd32003ecb
Rattata/20d2d916b78940528e22b38cad7bbd2f.jpg,Rattata,293,422,8cc34c8adf75cf19b7da1fe687a1f184
Horsea/02ba182db24d44b79259b20cd37e2f18.jpg,Horsea,210,240,563d74cddfb799272630bd3c50dcd89d
Mewtwo/00000051.png,Mewtwo,1440,798,19bef755672c87fee4107e77286bb6a0
Psyduck/b2af859ecf9c49128cc63e463ed44321-47.jpg,Psyduck,299,226,8f7b5665e75cb8d4833662c4dd27830d
Machamp/6659353133a148dfb567329cbf637cf1.jpg,Machamp,690,361,782a03ebb03b8ea9f99eb64e887d658f
Bellsprout/9ad85f5338424bd2ab7d9b202555d3ad.jpg,Bellsprout,280,280,d2b65fe8dfc957454928b21356c40f58
Starmie/067810caf6ce4017b326051ad73f42f6.jpg,Starmie,700,990,5f55230c1c4364b16f1e85db949c3e4f
Beedrill/676fe409778b42329a90d06531f70628.jpg,Beedrill,1024,768,c4211fa8d2dc0e2c2ac87681c0a0fda4
Hitmonchan/5f5d2ecb07e44a77af8b5734af9e3668.jpg,Hitmonchan,321,450,07edc70f48e05a647c6c7b1f676215c7
Eevee/6e7a28d25d9b4ad7b4cbbf12bed86c74.jpg,Eevee,848,942,a1944ea1da792f3fbba78b39a82cd6fb
Golduck/7fb9a4137ca6445ea5ae254a1878b3a7.jpg,Golduck,389,500,8600ee556946966bf97ef047164348ea
Lickitung/45ec36a50a7e4fd49534d2de869edf71-11.jpg,Lickitung,500,375,4611207d7a1ad2b35395fae5c6aa11cd
Squirtle/00000000.png,Squirtle,1024,767,93489a169bffb800bcccef095c388fe0
Mew/f311f768c3674b3dba39d76066fe6b75.jpg,Mew,2880,1800,e7fdc4dbed7f1cab8bcedcbc218e979e
Machop/65d336643e7c479fafd2a8f6edafa68c.jpg,Machop,959,959,8768762ef60b96b66adf1c16819a0919
Gyarados/7b8ba84bbd2b4e639b3bd33d19f1c40e.jpg,Gyarados,220,161,8440a6a84e65060a1bdcd4e38f6d7ea4
Pidgeot/68b4a00565ce45a182a0a2b3226cc170.jpg,Pidgeot,300,220,7ff9e4f76821d35086aba432acbbe01d
Hitmonchan/9042bf0c27014f34bb35b8b5cb077671.jpg,Hitmonchan,620,537,013adae9dd06f86240fd7f40d239b3c8
Beedrill/2a60f83c5503434d83efe660e4311c9a.jpg,Beedrill,1174,881,1406852067079a653437c348a08b2252
Slowpoke/c5869906d5df497c965dcd41d161a500.jpg,Slowpoke,245,342,43b04ed4921e987edaa9b5f13bfa6d0f
Weepinbell/4ddf1a119c64466696bcc8c2fc55d7ca.jpg,Weepinbell,580,401,34ba7d666730b09ff6434d234caf317c
Aerodactyl/952fb87af3e14dfca7cbacad41457e1b.jpg,Aerodactyl,300,203,f9b054725c645c848ad1e65b6de22f49
Mewtwo/00000122.jpg,Mewtwo,958,1047,bc624692de28cf6f38e4da7ea5f88145
Staryu/30e023582a064d7dba95dd9fa5f10e0f.jpg,Staryu,1280,720,027ae9600ee78e3b416d45d9fc99a67c
Machamp/c7ae5e29572c427a9d701d200c4f448e.jpg,Machamp,680,904,2bc028ad89460df86d72469b0149e831
Pikachu/00000011.png,Pikachu,1254,1254,1df595fc632d2ea6bec9d20623fb9706
Kangaskhan/ef5a036d5bbd4f038edfea67b1af65ea.jpg,Kangaskhan,1500,1500,4f2e8525f9744499bf2331f4573ef793
Dragonair/b60338c6f7ae406dbeabc25c71c15f08.jpg,Dragonair,778,800,6fd1d08c4b4b59e991abaf2daa6e84bf
Flareon/40d5c9b51fa44d9a81cc8999eba4a727.jpg,Flareon,1673,2006,f36e1b09335013295f8db92285cced66
Magneton/f5e3fa71bcec48e98c29f758c1664ded.jpg,Magneton,1566,881,b2bfd47e79674c4354f60b605a7557cc
Snorlax/8a8935df7c2e49a18bf4322484f0603a.jpg,Snorlax,245,342,0e2157c47a87ab141d9706286d2c3bee
Charmander/00000193.png,Charmander,1024,1363,00c45c6c4ea06871fe9a2a4ac1f37559
Dewgong/34a5f5b040a649c48304905edec5ae9b.jpg,Dewgong,323,450,43818d47a703d6b27398ed7c5a0abd62
Shellder/1674df364ee74b44b94c029d4d7c77d5.jpg,Shellder,672,629,9981ba956fc752c540b9988a297b5ef3
Zapdos/c0d9680eeb85459f93205ba568c0bd8f.jpg,Zapdos,322,450,8a865b0597c7055ab7c56ba87b12cecb
Meowth/f4d95ef733844804bec75cd7bdee4409.jpg,Meowth,578,327,9033e2d5cf025941b6d2ed30f22b052a
Weedle/1bdf059cd550465897809d3c40c4c8ec.jpg,Weedle,768,768,a6916fdbba37812cb302a1255c1aa542
Lapras/a40f79f871b74a82969e9f60b47a0913.jpg,Lapras,520,507,843d1b574068c27fcd16303aa0c32f08
Exeggcute/1a1b8682fdbe40c48a5d49bb52666896.jpg,Exeggcute,413,550,77a01a6b062369e68e2c1c6949ba1930
Staryu/8ed8a85c0ac349828fe0cdcae81f63c3.jpg,Staryu,200,200,f32e36c63195c54d0a1e8a5fb1b38d63
Magikarp/e91e0b89d11648a594fc97dee74d76e7.jpg,Magikarp,256,256,467d55efbfcbe4c3ea1b85f3ddc4020f
Seaking/55316aba966146e5aae002dc5c7ccdd5.jpg,Seaking,256,256,f5238e1a338079a36ae6ffc630b90e15
Dratini/c039c3696a6a47beb74759366ceb177f.jpg,Dratini,300,300,9a90dc3fc5e8e0353ff2395c36b3de99
Charmander/00000123.jpg,Charmander,1024,1820,d743aa6627e58655c6a68eeb85a97ae7
Parasect/5ea063acd6934214ac26a719d9ca05f4.jpg,Parasect,413,353,cba12a416e0bfd830ffeed49b03e3584
Cloyster/b020b78f7ecb4939b020488b414f00cc.jpg,Cloyster,800,739,eca3c823c9535af6db32b49cdc693382
Kangaskhan/8174fee44a07451c815be5978bf9363d.jpg,Kangaskhan,600,828,a65312e596a11c052522ca174b765095
Starmie/1058c2e931134387a008512071057a77.jpg,Starmie,900,520,3f1c894f995d5b6ade8b5cdc6660bb4d
Moltres/94ed318bcda6486698300615e5560e55.jpg,Moltres,1796,1164,b3b6ff8b15a182fbc96ac5118bf7f1ad
Ponyta/cbf0b06cba13441ba23f6924637a94ff.jpg,Ponyta,495,371,956229c6035b1491bbeb909c09e6c8f0
Kabutops/b5ce2e551d51409f8f67a08a285c7aa6.jpg,Kabutops,209,300,0f9cfa0be309b03be3f381be0433eb61
Golbat/436d0e1a959d4bf69b90699b516c27c2.jpg,Golbat,300,225,6ce1e35c6e879d22457c6385d0203288
Mewtwo/00000006.jpg,Mewtwo,980,1268,3073f64565a598a4ddac6c7180160019
Slowbro/3ceac44c6ec74381b6953b30790f1ee5.jpg,Slowbro,707,350,f49fbdd4d5574feb9030b0ddbe6574a8
Dodrio/6f526f0aa9c1465699ec267d7a9cefb5.jpg,Dodrio,245,342,bdf43e3213a2ac72cd978ba6799eae71
Rattata/afc217be18544c5dabc2b682a5dc61f4.jpg,Rattata,1600,900,8732ef8eb85ad1e4dd0798a8b8399bc8
Mewtwo/00000125.jpg,Mewtwo,900,1125,83e961b4bc3a7b02dfc2c92ff84c0fa9
Magikarp/35d85bd72ace4430ad258bfe98a3710f.jpg,Magikarp,1280,720,b1b424236cc64a7900ac03e368c4feb0
Shellder/2c2291d544a04a05b5af4a3b9cd71e72.jpg,Shellder,300,169,56a1802edcc7928686abe4bcd687f3d5
Rhyhorn/dd724f58dac84f13891058fb290113fb.jpg,Rhyhorn,900,732,8a51ad3f76526d6df7b7cdc3b9cbf54b
Wigglytuff/9b1d8edba7f145e288a2686356747425.jpg,Wigglytuff,152,162,10888979541bc7729887c402bd2cc49d
Exeggutor/218da5b756594cfa94ea4c8e0458f29f.jpg,Exeggutor,617,729,0fcfeb732186d95484f0d38b5e69e11c
Omanyte/09d3411a777d4fb6b2f71679086a61ba.jpg,Omanyte,698,800,2801f6322194b7c736ccb61d77737ecc
Raichu/8788a6276e8f4704b1671c98cb8e2052.jpg,Raichu,1174,881,a9ba820b65bdb35f005a1e2b0cca01e2
Mewtwo/682cbfbfa57841318ce8d997dc9ef392.jpg,Mewtwo,1280,720,c3edee0d84b6a2655596a6b1dcdd0738
Venusaur/7fea854760e74fe691de859aae591bd1.jpg,Venusaur,220,165,f3b555d5f363888b440f9c2114d4c925
Sandshrew/613d9b93b5984fff8e530dd378ca68c8.jpg,Sandshrew,218,169,9e476d0467d8b41459afe6af44dadda5
Victreebel/2c1fe137b8424e7d9d47a16585977d06.jpg,Victreebel,373,521,20a82eda5645e91c4e2a2a864efb93b7
Persian/d8f6595605f14ba0b0811f0baf8a5d88.jpg,Persian,1672,941,d0b41dd818c3fd202561fa62df02bc14
Caterpie/36bf28b0104d4ed4a93866da84a9e6ba.jpg,Caterpie,736,552,06f716301483c79e774898c56ed33387
Ivysaur/343df6c9e2a546c29fe79a25858994e4.jpg,Ivysaur,1280,720,242b926f45f40563325a507f779934d5
Mewtwo/00000188.png,Mewtwo,1121,808,fad69de1ba56e726c9e3c18ae1c2593c
Dragonite/e4e7e267e5074e8099da046f330ec327.jpg,Dragonite,3620,2452,2bdd63a4012afc6781ddfe664a9b68c5
Clefable/871cb2a6e51846fcac744b49731ba600.jpg,Clefable,245,342,b439d30d792aa7abf8406ffbf61e8de5
