path,label,width,height
Aerodactyl/8432766c5438408984341c999e0ebac2.jpg,Aerodactyl,300,285
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-40.jpg,Aerodactyl,166,160
Aerodactyl/79f94a276b9a4e06b4884c3b77ef4622.jpg,Aerodactyl,655,368
Aerodactyl/029d0c659dc448f49993648b024e615c.jpg,Aerodactyl,300,417
Aerodactyl/952fb87af3e14dfca7cbacad41457e1b.jpg,Aerodactyl,300,203
Aerodactyl/4b4f424282e847b38fdf9f9ae4e47332.jpg,Aerodactyl,800,374
Aerodactyl/41e07cd07e9a4d25b9ad5a9ca08f3b5e.jpg,Aerodactyl,245,342
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-42.jpg,Aerodactyl,166,160
Aerodactyl/7eaf21277f854895bc70dc9568c2aa88.jpg,Aerodactyl,931,859
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-3.jpg,Aerodactyl,166,160
Aerodactyl/4265d1d030e4400a9eb37d520ffa1646.jpg,Aerodactyl,300,203
Aerodactyl/bb6be0f790654421a4456b1b9242e0a1.jpg,Aerodactyl,200,275
Aerodactyl/0e87220a99a54ac296e49ee01cec144e.jpg,Aerodactyl,920,483
Aerodactyl/affe04e2007d4f53a42849bd96cd0520.jpg,Aerodactyl,245,342
Aerodactyl/d995b3fc3cbe47e4811493dd8f1c4ada.jpg,Aerodactyl,640,480
Aerodactyl/0eab1e1f744340fa87268f2b558c7ccf.jpg,Aerodactyl,590,350
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-0.jpg,Aerodactyl,166,160
Aerodactyl/0a15b831d1b947fda035aaf637c58215.jpg,Aerodactyl,1024,744
Aerodactyl/523b396d18584c35a45823b6a145eff6.jpg,Aerodactyl,320,240
Aerodactyl/bce4a9f8a23b49fab63986dced8b8292.jpg,Aerodactyl,680,500
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-1.jpg,Aerodactyl,166,160
Aerodactyl/8e1000fe38a640c2b74abc74e93eb049.jpg,Aerodactyl,571,451
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-5.jpg,Aerodactyl,166,160
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-6.jpg,Aerodactyl,166,160
Aerodactyl/7fb69a33c0ca4c458812233bb4084b01.jpg,Aerodactyl,373,521
Aerodactyl/25adea61e7624a84a8fbe88d7dcbeb6e.jpg,Aerodactyl,312,450
Aerodactyl/e8d4cf4ee37a471bb92ee42e298eb692.jpg,Aerodactyl,1280,720
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-7.jpg,Aerodactyl,166,160
Aerodactyl/f403dcd3136643e4b43c7d01e14494bc.jpg,Aerodactyl,420,420
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-39.jpg,Aerodactyl,166,160
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-11.jpg,Aerodactyl,166,160
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-10.jpg,Aerodactyl,166,160
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-38.jpg,Aerodactyl,166,160
Aerodactyl/1727be397509465f9d3dafbf3849a8f1.jpg,Aerodactyl,1280,720
Aerodactyl/0598e2f5a108470e9fced4079b1105ca.jpg,Aerodactyl,777,1068
Aerodactyl/b4aa2ac622c348e8843c24229d935d5e.jpg,Aerodactyl,400,480
Aerodactyl/86220fd195184c48a2a6ae8e5e7830e1.jpg,Aerodactyl,520,488
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-12.jpg,Aerodactyl,166,160
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-13.jpg,Aerodactyl,166,160
Aerodactyl/e374261001b84fdbbfb7e2427c0f2c9c.jpg,Aerodactyl,250,250
Aerodactyl/35933037ff854c2784e5199f6dc8a728.jpg,Aerodactyl,1152,1033
Aerodactyl/0813a450419f4733bfa5f782810219a8.jpg,Aerodactyl,1750,941
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-17.jpg,Aerodactyl,166,160
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-16.jpg,Aerodactyl,166,160
Aerodactyl/f6de83f1ed034679bf49b84e0af203ce.jpg,Aerodactyl,245,342
Aerodactyl/065e79403c774ea288646043465a393f.jpg,Aerodactyl,800,565
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-14.jpg,Aerodactyl,166,160
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-28.jpg,Aerodactyl,166,160
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-29.jpg,Aerodactyl,166,160
Aerodactyl/ef7f7eeaa897478bbe1df7b0bb0522cb-15.jpg,Aerodactyl,166,160
Aerodactyl/25d15a304c354f3e8064249cf704370d.jpg,Aerodactyl,982,593
Alakazam/19e3ed99fae14c04af32a8d2f31d50cd.jpg,Alakazam,380,380
Alakazam/6ca4cfa2ecd541778149fb573dc38276.jpg,Alakazam,278,300
Alakazam/91eb6d71040246758ab4294715d9d968.jpg,Alakazam,1174,881
Alakazam/291f16377a994c5cb0fc654db9568a0e.jpg,Alakazam,324,450
Alakazam/c3dc6d765155460c9e8e635d288dde61.jpg,Alakazam,1174,881
Alakazam/c153b3930ce24c928146b03df264f060.jpg,Alakazam,1428,1392
Alakazam/909d9e0aa3264423b8010a81ae230a74.jpg,Alakazam,420,237
Alakazam/972631f1ee12457198eea11da2c681eb.jpg,Alakazam,566,800
Alakazam/51ee95ed49834f888d6babfbe4c86841.jpg,Alakazam,480,360
Alakazam/f485f49f82374f9daeb2e4cae9b47ebb.jpg,Alakazam,256,256
Alakazam/0f957c10591a4acebdedc5e651606239.jpg,Alakazam,416,555
Alakazam/dde6dba6b0204589be28d230ccef9c48.jpg,Alakazam,224,300
Alakazam/12973b3848734107b246eaee2a9cd698.jpg,Alakazam,1129,1249
Alakazam/f4116f977cf94064a9acec285237d4f8.jpg,Alakazam,300,299
Alakazam/fae7e19b15694b738383d0f57f600ed2.jpg,Alakazam,1208,1271
Alakazam/30bb8818f4574e319d59835d98dc5959.jpg,Alakazam,1233,1196
Alakazam/e4cb1a4611e247e3aa57660cdfc214fc.jpg,Alakazam,245,342
Alakazam/36a7787e151c454f9930925eb44d5514.jpg,Alakazam,627,437
Alakazam/1024eabd08664f8497c74d605169ab0e.jpg,Alakazam,210,230
Alakazam/e4f9bb3159924d988611bd835ef5ffa5.jpg,Alakazam,889,1000
Alakazam/5f696c035e35464b80243bb0e34be6df.jpg,Alakazam,256,256
Alakazam/8275eb86ab4a4b75b3629489f7292515.jpg,Alakazam,1174,881
Alakazam/4a96fd6448eb4714a3aa363cae320510.jpg,Alakazam,324,450
Alakazam/36dccc6cf19842a0a81f84d876f88cc2.jpg,Alakazam,281,320
Alakazam/23bf91dbb0c043db80b76cb6243153b2.jpg,Alakazam,891,891
Alakazam/83d63caf8d904ea38f2a48e6ed926141.jpg,Alakazam,396,341
Alakazam/64527ef991ff42c6883623f263f3c2f4.jpg,Alakazam,158,172
Alakazam/601729d8dcd84c688d51072821a7dc8b.jpg,Alakazam,300,263
Alakazam/69791425190c4e699d7aae9d42884467.jpg,Alakazam,1174,881
Alakazam/a2365c6b200046588d69a4d8bd6b4d98.jpg,Alakazam,1280,720
Alakazam/ec9d7480c49441e6a2809d6e1ef510aa.jpg,Alakazam,940,523
Alakazam/c6d52fb9626e4d479d4b03bd5fe0d44a.jpg,Alakazam,600,649
Alakazam/fac1bdacd36d47299e11145052917a26.jpg,Alakazam,220,124
Alakazam/0bdefe16e8734bf0a8653ec64123ffe9.jpg,Alakazam,155,162
Alakazam/0cfe57a5bf674650b0de0c381df13ca0.jpg,Alakazam,1280,720
Alakazam/af93757c33894660855c1e238fc19137.jpg,Alakazam,250,250
Alakazam/1115f34ff9884a6ab3ceaafa87a0dfd4.jpg,Alakazam,220,124
Alakazam/17613a713b6f4176bdd59d452627ef9a.jpg,Alakazam,250,250
Alakazam/0d40cd9bfaa04804a2ef675010c06832.jpg,Alakazam,570,796
Alakazam/612b455ca36944809109dae660ede018.jpg,Alakazam,696,800
Alakazam/803e02d7b4fb46f1b58839f0fafc0a94.jpg,Alakazam,1500,1500
Alakazam/b6680d3c5dc144589461332ec551d738.jpg,Alakazam,760,428
Alakazam/dcc693898ecc4f3e9766e66c510fcaa3.jpg,Alakazam,427,525
Alakazam/3e40ff0f0d4c4b2ba45990c14385d628.jpg,Alakazam,256,256
Alakazam/fc94aecfa79046ec9b35a2ab1a501632.jpg,Alakazam,245,342
Alakazam/c577623072594e2ca43e0c0a04dd5041.jpg,Alakazam,300,241
Alakazam/1d3156f4e5064c248089f8abb1fd747e.jpeg,Alakazam,450,450
Alakazam/bfb2f734f36846aab90ab5e171f730bb.jpg,Alakazam,1174,881
Alakazam/5d81ac418e764909971f96d006cabe89.jpg,Alakazam,245,342
Arbok/1bdea5ec0133424db0076823c2c593bb.jpg,Arbok,800,800
Arbok/a74170d1aa1d4d58bc13044a713a03c7.jpg,Arbok,1184,888
Arbok/d9e8bc849d404da295310ccc6a853a38.jpg,Arbok,512,288
Arbok/a747f0c707cc46f982fc8165f2d8ce3d.jpg,Arbok,776,1000
Arbok/d999dc04088b4aa7ac3810ba61e8e604.jpg,Arbok,800,800
Arbok/2526890dd788479b8a6e7a0622524f90.jpg,Arbok,245,342
Arbok/075e161b7e564bb8a0ba45301f4553d3.jpg,Arbok,678,800
Arbok/47f7e7277c6e4a67b4098f5129683355.jpg,Arbok,250,188
Arbok/95b9e6acff0e442d8b1061b6646ef587.jpg,Arbok,321,450
Arbok/af4df6d456224941b6faae231d9392fb.jpg,Arbok,900,660
Arbok/69b34d100adf4e47b05d0617d7d21fd7.jpg,Arbok,480,360
Arbok/b05ee4db72a54414a539a5ffcaf90fdd.jpg,Arbok,1174,881
Arbok/22033fc3bf8c48f287d153442160a808.jpg,Arbok,736,822
Arbok/991c45a76e8d4d39aefcafb0d3d8edcd.jpg,Arbok,466,421
Arbok/91ff046d093342d58b04b129f0ce14be.jpg,Arbok,245,342
Arbok/1674335151874af397783a6560984797.jpg,Arbok,181,300
Arbok/4fcbe8a363754562a17652a22ba741bf.jpg,Arbok,500,435
Arbok/0dd0e300b2de4b18824a0405c72e8a1e.jpg,Arbok,715,427
Arbok/3dcdaba1fc704c2bb4e860b9bc18fe6c.jpg,Arbok,287,376
Arbok/2288e04e286d4b8ba984d5b173d4411c.jpg,Arbok,566,800
Arbok/cf0c7600246e46ab81de6be0d5799a9d.jpg,Arbok,800,800
Arbok/1bec0904f68f479694cd41cd2e82025b.jpg,Arbok,360,405
Arbok/a22b5dbf60c2482ead1530727140a1e7.jpg,Arbok,776,1000
Arbok/45af6484b35e44488ce166651970b0b2.jpg,Arbok,2000,2000
Arbok/736efe4b67114137955115d8a6d8df1b.jpg,Arbok,647,506
Arbok/fea033db0e48467090dd3067e7769d3d.jpg,Arbok,300,326
Arbok/5683e00c702d496eb03b91c32c617ede.jpg,Arbok,250,250
Arbok/b26612f36d394aeeab1d8ec464d24d2c.jpg,Arbok,250,250
Arbok/f1f60afee27b4d4c890fde4a85b63acf.jpg,Arbok,1200,850
Arbok/6dfa75a42d714529bccb07bf63539d91.jpg,Arbok,373,521
Arbok/25a6aceb55c54001a85fcd649def3979.jpg,Arbok,256,256
Arbok/ad5202b436824705b1ed0675eaa39454.jpg,Arbok,470,511
Arbok/3e4fd8cdf8c740548826b6de29f18258.jpg,Arbok,600,536
Arbok/f08fcce291cd40ccb68d12cce2addeed.jpg,Arbok,1280,720
Arbok/af42faf73f34462bb3e3c43199f0ccfc.jpg,Arbok,245,342
Arbok/873c1857a1d54bb9abc3a12d9f9a0d7f.jpg,Arbok,620,465
Arbok/5142ba191efe43eeac2215192b425448.jpg,Arbok,236,236
Arbok/80917fab2a2c4c87b1f27bda416668ba.jpg,Arbok,300,243
Arbok/e2581f92a35646368e416d242d6f64ca.jpg,Arbok,398,540
Arbok/2394340e4e094b01bd68a578023301a5.jpg,Arbok,256,256
Arbok/f16335d9bd114e43a42fb78e37aae226.jpg,Arbok,245,350
Arbok/2fd9e33ae88c4abfb20f499be8368b8e.jpg,Arbok,1920,1090
Arbok/7f2fb44a8c3f4539af3168dbe6f5a278.jpg,Arbok,500,500
Arbok/e55152429d8f49d8a95f4c212d5b20f8.jpg,Arbok,600,776
Arbok/c1acc0f8288948c7aa9ea55706a58ebb.jpg,Arbok,600,643
Arbok/65d4bf22b63341a2b47e05b2a3dab79e.jpg,Arbok,143,171
Arbok/7a57b41fe3a2440a951c9e96266a9bd1.jpg,Arbok,600,648
Arbok/b933b0232d6b40f3abbf8e7cf32e4b8d.jpg,Arbok,210,240
Arbok/16a4730800b04b3080bc9ebce29c03cf.jpg,Arbok,1024,576
Arbok/2e543c7628064de8b051d57479a66fbd.jpg,Arbok,1920,1200
Arbok/ca1a034901d843e6ac08aedd66f6124a.jpg,Arbok,320,460
Arbok/a7382b4d25484712bfb77e09121a7104.jpg,Arbok,236,304
Arbok/60372f3bb85841f4b5c5e05d6657dfc9.jpg,Arbok,200,286
Arbok/8fcab965e58242058c6478ae75315d53.jpg,Arbok,245,342
Arbok/59aac81819aa4767ba42037da0212222.jpg,Arbok,599,455
Arbok/2382e5e913f94dd7845e6b1ac733ef18.jpg,Arbok,1200,630
Arbok/71f6f5c618144f6a855036473b9504cc.jpg,Arbok,220,124
Arbok/44ccc511e9d447139c0a73686908fe90.jpg,Arbok,1174,881
Arbok/9958841a87a4409f9a1b1adf3d89e863.jpg,Arbok,248,300
Arbok/94bdd8505854458a8ce95ac15aacb790.jpg,Arbok,1920,1080
Arbok/415e7b5569f54fe5986a8c4a95ded8ef.jpg,Arbok,704,560
Arbok/11ec4ae1d62d41098d79892a4c6680fe.jpg,Arbok,900,602
Arbok/f8f3a75c630f4826a7b5bda5d0b562b2.jpg,Arbok,226,178
Arcanine/ea4acb14bbd94c8c8f03a853afc23a22.jpg,Arcanine,245,342
Arcanine/8a73d5a1dcbf41dea330fb1a067298b9.jpg,Arcanine,627,500
Arcanine/54ba4c89510748748199ebdb86cbdc12.jpg,Arcanine,800,800
Arcanine/0f22804891104e6983cc653dc3731a48.jpg,Arcanine,651,420
Arcanine/77073f109d9b424ebc175f6b75642603.jpg,Arcanine,2880,1800
Arcanine/10ce75617c034b3fac245b7591e61bcc.jpg,Arcanine,1174,881
Arcanine/783fce6754e74155a6bf8484c0cc2646.jpg,Arcanine,256,256
Arcanine/98114dc48abc4d7e8c9fb7b625c499f4.jpg,Arcanine,475,475
Arcanine/7db23f9ef82741fd8551556025c02bb2.jpg,Arcanine,640,703
Arcanine/8a0eb209d16a44858769d97a16c1bd3a.jpg,Arcanine,256,256
Arcanine/17161486edd94b24b5d68a7f5b1a724f.jpg,Arcanine,1055,758
Arcanine/765bc9ac572642149116d5388db79e89.jpg,Arcanine,324,450
Arcanine/367dd99ce5784e039f1a9d41def0459d.jpg,Arcanine,280,280
Arcanine/59be2d0da9194716a4ffd17c2e4543e2.jpg,Arcanine,320,240
Arcanine/c60a6e1aa0e44fb5ac17a37d41f35a7b.jpg,Arcanine,1280,720
Arcanine/866cbbfb75334c819faa017e266bd2f5.jpg,Arcanine,1280,720
Arcanine/111b3c4a978e4d5fbaafcc0e7516d65a.jpg,Arcanine,480,360
Arcanine/9eae363f35574ceb966d63b0f91a68e3.jpg,Arcanine,250,250
Arcanine/98ac9f9923484a94b54b3507651c8294.jpg,Arcanine,500,500
Arcanine/e11a3bcc89d74171a221fd06bf5d20fa.jpg,Arcanine,1280,720
Arcanine/a8c62230c27644ff82ba69c3e199f46b.jpg,Arcanine,963,830
Arcanine/eb6bd73299414839993e02ab9ec955c7.jpg,Arcanine,820,830
Arcanine/0af612d6c81c4cf8bb346df0d1ee02ea.jpg,Arcanine,592,473
Arcanine/8ea72b30191c42009b2911a85cced881.jpg,Arcanine,1280,720
Arcanine/60cd7b3ce7dd481fb2bdd54aef166c02.jpg,Arcanine,425,336
Arcanine/4d05f109c9364aa3a742ee15967a997f.jpg,Arcanine,800,566
Arcanine/76b63498569d457083a2a3d2bcae654b.jpg,Arcanine,940,600
Arcanine/e827a1adba344ee3b6441a02d77216dd.jpg,Arcanine,764,660
Arcanine/a9a82ea1e5384eb2bf70d7fa2002dd68.jpg,Arcanine,1024,865
Arcanine/c2f42fbdf3b94ea38397ef51d1fa1ab7.jpg,Arcanine,3200,2600
Arcanine/aff9838235d045edac7c74a46eaad2d0.jpg,Arcanine,220,124
Arcanine/a6701c152f844007a62c5d336072e9f8.jpg,Arcanine,2500,2066
Arcanine/91dbfa19b69345a29d055e9824665966.jpg,Arcanine,654,368
Arcanine/e25efe60ae26452d8cbf057c71197178.jpg,Arcanine,800,800
Arcanine/2b552a53734f4ba5a570564625e8e496.jpg,Arcanine,900,750
Arcanine/d2287ff780964c41994e9f5ce6690d0c.jpg,Arcanine,1566,881
Arcanine/27502a0b344f49638f28aac923d78228.jpg,Arcanine,153,197
Arcanine/cb997090516346e1afbe8a01d83c7068.jpg,Arcanine,620,537
Arcanine/b26ee7447acc46839ae16325de6e58a3.jpg,Arcanine,424,600
Arcanine/0ccacca7a1c6455ab45aff52cdec35e8.jpg,Arcanine,225,169
Arcanine/02c4ebeecb2246d082b8bfa6f06b0e24.jpg,Arcanine,300,289
Arcanine/5a9b2cd0bf9e41f785f828891e37f63b.jpg,Arcanine,672,840
Arcanine/4915d59d9b93477489abbd861608f919.jpg,Arcanine,297,300
Arcanine/215c31baf5b04030a5243f6656881306.jpg,Arcanine,767,775
Arcanine/148dfa70c8474b43ae987e34813839c2.jpg,Arcanine,797,800
Arcanine/096785a7c91f4c2fa64ca8fc2d024417.jpg,Arcanine,800,521
Arcanine/19bd20957ea54927b99f1764727a2537.jpg,Arcanine,250,188
Arcanine/1e0fc0938abb4f5c9a1f60618703022f.jpg,Arcanine,700,532
Arcanine/39e2ca8020e64da5a9ecf3a8a1eefcd8.jpg,Arcanine,900,700
Arcanine/3fde20ba62664ea39b21af2626b7a75c.jpg,Arcanine,560,809
Arcanine/6b246a54400c4a74bc0d758651132d27.jpg,Arcanine,323,450
Arcanine/4feb43ec07af47a6847ced9fe12b52b7.jpg,Arcanine,120,120
Arcanine/a40f60338b4148c38d2593c17c101cd9.jpg,Arcanine,768,775
Arcanine/0c5a0155f9334ac58b7bd2b577a7f0be.jpg,Arcanine,250,141
Arcanine/f7a8f14379cf4270aa519f1ebd10918d.jpg,Arcanine,810,986
Arcanine/eed9caff62424aaab5a2160719184a84.jpg,Arcanine,800,600
Arcanine/e9864e90d4f24bbe8988ee2263f54c11.jpg,Arcanine,1494,1261
Arcanine/fe4bed0b9b4a4bd486269f8e1525521a.jpg,Arcanine,1600,1000
Arcanine/c48c22cebc2b433999a50d6381ec0983.jpg,Arcanine,600,285
Arcanine/90393c888fdb497a96921a25d79ffd15.jpg,Arcanine,1000,798
Arcanine/13398a453d9d4de7bfd4b5a7adb77c7c.jpg,Arcanine,1174,881
Articuno/3473a15f80724cfb91e7b9a343425748.jpg,Articuno,760,428
Articuno/4dd987287847447daabcaab2dda0330b.jpg,Articuno,826,967
Articuno/b072cc3b8d7d440c8524e640fe132495.jpg,Articuno,1121,336
Articuno/34956b44578845148461f4a45c574150.jpg,Articuno,736,765
Articuno/b3b718ae79f0421481b191ec694fc4f4.jpg,Articuno,1566,881
Articuno/f303aaaae0694838a0278882bdf736a5.jpg,Articuno,1280,720
Articuno/3dc21e08c0b847e3b0dffa6285190219.jpg,Articuno,355,266
Articuno/6b14b94bc7504ac0b233414a24fa05c2.jpg,Articuno,640,360
Articuno/d527b30fa9a84b1c8ccca813c58f2f2b.jpg,Articuno,750,750
Articuno/ec51e886914940af9e33ffa304e48774.jpg,Articuno,736,905
Articuno/ebdb7fd6b46a4db9a11eaa19f70f9e56.jpg,Articuno,1080,600
Articuno/9c3f27e129b54702800e8b222da70646.jpg,Articuno,1750,941
Articuno/492f63ecf9f043c8a4604073c40a0fa8.jpg,Articuno,620,413
